Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48727,"""2:05""","Is veranda in Arkansas. But today, I'm driving while talking to you also. I don't speak for a little while, it's because I'm driving.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48719,"""2:15""","Hi, it's Kenzie from Pennsylvania.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48728,"""2:18""","Hi Stefan, Alabama.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48715,"""2:22""","Hi, it's Kevin from Pennsylvania.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,9920,"""2:25""","Hey, it's Dana from Oregon.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,48725,"""2:28""","Hi, it's Patti from California.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,48727,"""12:45""","They just raised in 2024, 12 2022. I think it was that just raised the 8% for the 2024 election. So I don't see why they need to raise it again.",yes," 1. The text mentions a raise that occurred in 2022, specifically on December 2022.
2. There was also an increase of 8% for the 2024 election.
3. The author expresses their view that they do not see a reason for another raise.
4. The raise being referred to is not specified, but it can be inferred from the context that it is related to election funding or costs.",,,,,,,,,,,,,,," The raise being referred to is not specified, but it can be inferred from the context that it is related to election funding or costs"," The text mentions a raise that occurred in 2022, specifically on December 2022  There was also an increase of 8% for the 2024 election  The author expresses their view that they do not see a reason for another raise",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
8,9920,"""13:03""","Yeah, I think I agree and I think that the thing that really stands out to me, when I look at the pros and cons people list of this, is it, they phrase it as giving people a voice by being able to increase this funds. But who are you giving that voice to? Because if the funding, you can give to a political party is already the majority of what a person on minimum wage could make in the entire year.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,9920,"""13:03""","Then hey, that's too high. Beaky you are disproportionately giving a voice to people who can afford that voice and specifically explicitly taking it away from people who can only make like a 10 20, 30 40 dollar donation because that's where we are minimum wage wise,",yes," 1. The person being addressed thinks the specified height is too high.
2. They believe that Beaky is giving a disproportionate amount of voice to people who can afford to make larger donations.
3. The person being addressed believes that Beaky is specifically taking away the voice of people who can only make small donations, due to minimum wage constraints.",," The person being addressed believes that Beaky is specifically taking away the voice of people who can only make small donations, due to minimum wage constraints",,,,,,,,,,,,,, The person being addressed thinks the specified height is too high  They believe that Beaky is giving a disproportionate amount of voice to people who can afford to make larger donations,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,48715,"""13:48""","I would agree with all of that increasing the limit. Just, you know, as Dana said, you know gives more Authority and control and power to those who, you know, have more money to give, you know, the the video talked about the the cost of X, these of these elections, you know, the reason they cost so much money is because they raise so much money. They spend as much money as they can get.",yes," 1. The speaker agrees to increase the limit of election campaign contributions.
2. High campaign contributions give more authority, control, and power to wealthy contributors.
3. The video discussed the high cost of elections.
4. Elections are expensive because candidates spend as much money as they raise."," High campaign contributions give more authority, control, and power to wealthy contributors", The speaker agrees to increase the limit of election campaign contributions,,,,,,,,,,,,, Elections are expensive because candidates spend as much money as they raise, The video discussed the high cost of elections,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
