Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48689,"""2:08""",I'm dying hour and I still reside in Illinois.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48600,"""2:13""","Hi, I'm Karla. And I'm from Florida and this has been such a pleasure. So thank you.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48843,"""2:20""","Hi, Mark from PA. Yeah, it's been interesting. Really liked it.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48638,"""2:25""","Guess, I'm Kristin I'm from upstate New York and it's been a pleasure meeting, you all.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,48686,"""2:31""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,48686,"""2:31""",My name is Christopher and I'm from Vermont and this has been a pretty good experience.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,9856,"""2:37""","Carla from Texas. And yes, I have enjoyed the experience and meeting all of you.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48639,"""2:44""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,48638,"""3:02""",Last speaker. We couldn't hear you just an FYI.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,9856,"""13:50""","That, that is a lot to digest. So I'm going to just speak on a few things that I heard that I like, which was closing loopholes for foreign Nationals and making it a national holiday. I think those things will be good and I think the raising the limits on contributions that individuals can make to National political parties from 41,000 higher. I think that's high enough. We don't need all the super wealthy people donating.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,9856,"""13:50""", Or money.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,48689,"""14:22""",I agree. My biggest point is closing the loopholes but I don't think we have to increase anything.,yes," 1. The reader agrees with the previous statement.
2. The reader's main point is closing loopholes.
3. The reader does not believe that any increases are necessary.",,, The reader's main point is closing loopholes,,,,,,,,,,,,, The reader agrees with the previous statement  The reader does not believe that any increases are necessary,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
13,48639,"""14:29""",I agree closing the loopholes to prevent foreign contributions compulsory voting. I don't think it'd be they should have fines if you don't vote. I agree with election day becoming a holiday and 16 year olds voting. I don't know about that.,yes," 1. Agrees with closing loopholes to prevent foreign contributions in elections.
2. Does not think individuals should be fined for not voting.
3. Agrees with making election day a holiday.
4. Agrees with lowering the voting age to 16, but expresses some uncertainty.",,, Agrees with closing loopholes to prevent foreign contributions in elections,,,,,,,,,,,, Agrees with making election day a holiday," Does not think individuals should be fined for not voting  Agrees with lowering the voting age to 16, but expresses some uncertainty",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
14,48600,"""14:48""","Yeah, I'm right there with you. I mean, everything that was said, I totally agree with and but 16 years old is I mean I'm sure we all know plenty who are much older than that, who don't even who vote, and maybe don't even take it seriously and run by emotion. I think it's 16. You're going to have a lot of people, a lot of people running by emotion.",yes," 1. The speaker agrees with the points made before.
2. The speaker believes that a 16-year-old's ability to vote is not determined by their age.
3. The speaker argues that there are many people older than 16 who may not take voting seriously or may be driven by emotions.
4. The speaker concludes that setting the voting age at 16 will result in many young people voting based on their emotions.",,,,,,,,,,,,,,,, The speaker agrees with the points made before  The speaker believes that a 16-year-old's ability to vote is not determined by their age  The speaker argues that there are many people older than 16 who may not take voting seriously or may be driven by emotions  The speaker concludes that setting the voting age at 16 will result in many young people voting based on their emotions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
15,48686,"""15:10""","I'm not so much concerned with the limitations of an individual or political party or state, or even a corporation. Have I just believe that in all instances it should be transparent. My biggest concern is that a Super PAC should not be able to hide this list of donors and be able to hide its finances and operations that would be the most important thing to me on the 16 year old voting. I think it's a decent idea because we would just limit it to School Board elections. Theoretically, that's",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,48686,"""15:10"""," You know, the area that they would be closest to is this student and it's a good exercise in democracy.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
