Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,10680,"""9:54""","The one part that I was listening to of the different things, we are supposed to discuss where they're talking about foreign entities contributing to politicians here in the United States. I am very much against that hugely against that as far as raising limits on contributions.",yes," 1. The text is about a discussion on foreign entities contributing to politicians in the United States.
2. The speaker is against this practice.
3. The speaker is especially against raising the limits on contributions by foreign entities.",,, The text is about a discussion on foreign entities contributing to politicians in the United States  The speaker is especially against raising the limits on contributions by foreign entities,,,,,,,,,,,,, The speaker is against this practice,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,10680,"""9:54""", I don't think that I have enough facts to be able to say that this is a good thing or a bad thing. I am very open to listening to your thoughts.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48390,"""10:49""","well, I certainly don't like the idea of foreign Nations inserting their political views by way of financing, other us elections commission's, or there needs to be some regulation, or at least attention paid to who",yes," 1. The text expresses a dislike for the idea of foreign nations inserting their political views into US elections.
2. The issue of financing other election commission's by foreign nations is highlighted.
3. The need for regulation or attention to be paid to who is financing US elections is suggested.",,, The text expresses a dislike for the idea of foreign nations inserting their political views into US elections  The issue of financing other election commission's by foreign nations is highlighted,,,,,,,,,,,, The need for regulation or attention to be paid to who is financing US elections is suggested,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,48390,"""10:49""", Who is spending what and why?,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,10680,"""11:28""","I feel people rarely give money without expecting something in return. It concerns me greatly that different entities here in the United States fund different politicians. Who of course, are then beholden to those entities if they get elected.",yes," 1. People rarely give money without expecting something in return.
2. Different entities in the United States fund different politicians.
3. Politicians are then beholden to those entities if they get elected.
4. This concern is greatly felt by the author.", Politicians are then beholden to those entities if they get elected,,,,,,,,,,,,,, People rarely give money without expecting something in return  Different entities in the United States fund different politicians, This concern is greatly felt by the author,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,10680,"""11:28""", It's back to money and power corrupting.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,48458,"""12:02""","I guess with that statement, I would say with the foreign entities then I know you said you were against closing, the loopholes wouldn't that just kind of foreign entity giving money to a certain party, a certain person that they're going to expect some Kickbacks as well.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,10680,"""12:23""","I am sure that they expect some sort of kick back and as far as closing loopholes absolutely close every single one of them, I am very much against foreign entities offering money to different politicians here in the United States. We have enough problem with people that are here in the United States as far as the cash comes out of their hand and then their hand is out together, whatever it is.",yes," 1. The person is against foreign entities offering money to politicians in the United States.
2. They believe that some people expect a ""kick back"" or a favor in return for their political influence.
3. The person emphasizes the importance of closing all loopholes related to this issue.
4. They are concerned about the influence of money in politics, even when it comes from individuals within the United States.",,, The person is against foreign entities offering money to politicians in the United States  The person emphasizes the importance of closing all loopholes related to this issue,,,,,,,,,,,," They believe that some people expect a ""kick back"" or a favor in return for their political influence  They are concerned about the influence of money in politics, even when it comes from individuals within the United States",,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
9,10680,"""12:23""", Is that they expect that individual to do. It's bad enough that the United States is involved to have a foreign country involved. That is absolutely unacceptable.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,48458,"""13:04""",I'm sorry I misunderstood you Barbara. Then I thought you said that you were you wanted them open in a way. How the way you first said it. So I'm sorry and I thank you for,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,48447,"""13:15""",Barbara that begs the question. What algorithm is currently applied to calculate the existing contributory ceiling? Which entities were involved in approving? The ceiling? How did we come up with the existing number?,yes," 1. The text asks about the algorithm used to calculate the current contributory ceiling.
2. It inquires about the entities involved in approving the ceiling.
3. The text also asks for an explanation of how the existing number was determined.", It inquires about the entities involved in approving the ceiling  The text also asks for an explanation of how the existing number was determined,,,,,,,,,,,,,,, The text asks about the algorithm used to calculate the current contributory ceiling,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,10680,"""13:32""","I don't know. I don't have enough information about the various amounts of 5,000 for this 40. 1304 that excetera, Etc. I don't really know. I am my mind right now is alert and open to your thoughts. But for those of you that perhaps would know more than I do about",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
