Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48597,"""2:13""",Hey Dion. Hi. Nice to see you guys.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48688,"""2:18""","Hello again, Gabe.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48688,"""12:24""","I'm all for closing, those loopholes.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48597,"""12:37""","I would also, I would agree. And with Gabriel on that. I don't know how they would do it though because it seems like the polls closing loopholes just creates new ones. But regarding the, raising the limits, I think they should raise the limit as they do seem like they're because of inflation, they say they've seen low for several",yes," 1. The speaker agrees with a certain viewpoint.
2. The speaker aligns with Gabriel's opinion.
3. The speaker expresses uncertainty about the implementation of closing polls loopholes.
4. The speaker thinks that raising campaign contribution limits is appropriate due to inflation.
5. The speaker mentions that campaign contribution limits have been low for several years.", The speaker mentions that campaign contribution limits have been low for several years, The speaker thinks that raising campaign contribution limits is appropriate due to inflation,,,,,,,,,,,,,, The speaker agrees with a certain viewpoint  The speaker aligns with Gabriel's opinion  The speaker expresses uncertainty about the implementation of closing polls loopholes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,9950,"""13:03""","Something seems backwards in all of this. When I look at that one, that talks about the Supreme Court, ruled that corporations under the guise of free speech can make as much content political contribution as they want, but then individuals can be limited to a certain amount. It seems to me backwards. Like the Constitution should be and would be written to protect the rights of individuals people. Not the rights of Corporations, which didn't even exist when the Constitution was created.",yes," 1. The Supreme Court ruled that corporations, under the guise of free speech, can contribute as much money as they want to political campaigns.
2. Individuals, however, can be limited to contributing a certain amount to political campaigns.
3. The speaker finds this situation backwards.
4. The Constitution was written to protect the rights of individuals, not corporations.
5. Corporations did not exist when the Constitution was created."," Individuals, however, can be limited to contributing a certain amount to political campaigns"," The Supreme Court ruled that corporations, under the guise of free speech, can contribute as much money as they want to political campaigns",,,,,,,,,,,,," The Constitution was written to protect the rights of individuals, not corporations  Corporations did not exist when the Constitution was created", The speaker finds this situation backwards,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,48696,"""13:32""","I agree. I agree with Nathan on that. I feel like if the Supreme Court ruling is going to be walked back about equating it with free speech, I think it shouldn't affect individuals. I just think that corporations shouldn't have more rights and individuals that's just wacky in my opinion.",yes," 1. The speaker agrees with Nathan's opinion.
2. The speaker believes that if the Supreme Court ruling equating money with free speech is walked back, it should not affect individuals.
3. The speaker thinks that corporations should not have more rights than individuals, and finds this idea ""wacky.""",,,,,,,,,,,,,"""",," The speaker believes that if the Supreme Court ruling equating money with free speech is walked back, it should not affect individuals"," The speaker agrees with Nathan's opinion  The speaker thinks that corporations should not have more rights than individuals, and finds this idea ""wacky",False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
7,48691,"""13:53""",I would agree with that.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48597,"""13:59""","I have a feeling that people hide behind the corporations, like you have individuals that are doing this, you know, most of the donating and I contribute in a corporation. I mean, so you guys are all right. If you're gonna limit individuals and for heaven, sakes, limit corporations,",yes," 1. The speaker believes that individuals hide behind corporations when making donations.
2. The speaker admits to contributing to a corporation.
3. The speaker agrees with limiting both individuals and corporations in their donations.", The speaker believes that individuals hide behind corporations when making donations  The speaker agrees with limiting both individuals and corporations in their donations,,,,,,,,,,,,,,, The speaker admits to contributing to a corporation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,48696,"""14:21""","I know that to be true because I just know that some of the higher-ups, for example, at the company that I work at have different views than I do. But they, you know, bow down into the desires of the board of directors and they'll donate to whatever political candidate that they want, but it doesn't reflect me. So and I'm in that Corporation, you know, as an employee. So it just doesn't make any sense at all.",yes," 1. The speaker has personal political views that differ from some higher-ups at their company.
2. The higher-ups comply with the desires of the board of directors and donate to preferred political candidates.
3. The speaker's political views are not represented by the candidates supported by the company.
4. The speaker is an employee of the Corporation where this situation occurs.
5. The speaker finds the situation irrational and inconsistent.",, The higher-ups comply with the desires of the board of directors and donate to preferred political candidates,,,,,,,,,,,,,, The speaker has personal political views that differ from some higher-ups at their company  The speaker's political views are not represented by the candidates supported by the company  The speaker is an employee of the Corporation where this situation occurs  The speaker finds the situation irrational and inconsistent,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,9950,"""14:48""","I'd actually like to see corporations banned from putting money into Political campaigns and they're being given a license to operate to serve the public. Good for you know, which is to make the economy work to make stuff, they shouldn't, it's totally out of place for them to doing that, both for their employees and also, for their customers. May not believe in the things they're donating.",yes," 1. Corporations should be banned from contributing money to political campaigns.
2. Corporations are given a license to operate to serve the public and the economy.
3. Corporations should focus on making the economy work and producing goods.
4. It is inappropriate for corporations to participate in political campaigns.
5. Corporations' employees and customers may not agree with the political beliefs of the corporations they are associated with.",,, It is inappropriate for corporations to participate in political campaigns,,,,,,,, Corporations' employees and customers may not agree with the political beliefs of the corporations they are associated with,,,,, Corporations should be banned from contributing money to political campaigns  Corporations are given a license to operate to serve the public and the economy  Corporations should focus on making the economy work and producing goods,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
