Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,10641,"""10:09""","Okay, this is happening again.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48426,"""10:16""","I'm does anybody know offhand Wendy's limits were imposed. I'm just thinking about where it says campaign to become more expensive. I can't argue with the fact that I'm sure that it along with the cost of living and everything else has gone up. So,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,9801,"""10:35""",Probably the cost of like putting commercials on different networks to. I bet that's got more expensive.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,10641,"""10:43""","In the 90s I want to say I think the limits were changed under the mccain-feingold and I don't think it's changed since then, I do want to say, I'm not real concerned with how much money's in the system because I think it's become kind of saturated. But as far as knowing whose money is going where",yes," 1. In the 1990s, limits on something were changed under the McCain-Feingold legislation.
2. The speaker does not think the limits have changed since then.
3. The speaker is not concerned with the amount of money in the system.
4. The speaker thinks the system has become saturated with money.
5. The speaker is concerned with knowing where the money comes from and where it is going.",,,,,,,,, The speaker is concerned with knowing where the money comes from and where it is going,,,,,, The speaker thinks the system has become saturated with money," In the 1990s, limits on something were changed under the McCain-Feingold legislation  The speaker does not think the limits have changed since then  The speaker is not concerned with the amount of money in the system",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
5,10641,"""10:43""", I'm very big on transparency.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,9889,"""11:18""","I just looked it up and it looks like the campaign Finance laws were first put into effect in the 1970s and then they've been updated in minor ways about every 10 to 15 years, but it's pretty minor stuff. I really, just think, I mean, let's focus on closing the loopholes first",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,9889,"""11:18"""," As far as campaigns go and cost, I don't even know how to address that.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48426,"""11:51""","Yeah, I second day. I'm not really concerned. Like Sam says so much wood with this spinning so much as I am to transparency. So I think we have bigger fish to fry in a sense that we should absolutely be making sure we don't have to worry about foreign control energies and then worrying about everything else as far as funds or concern on the latter end.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,48382,"""12:23""","Yes, kind of tough topic. It seems like for everybody, but I think the trying to figure out where the money's coming from, I think would be important because they always say when anything was out there, follow the Trail, Follow the money Trail because they're special interest groups out there that are funded by rich people on both sides of the parties and we don't know, really where that is, it's coming from. So we'll be nice to know that, you know? So and so and so is funding a company or a special",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,48382,"""12:23""", Group that's donating and what those dollar amounts are.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,48273,"""12:59""","I definitely think they need to close the loopholes, especially when it comes to a foreign interference in elections, we can't tolerate that at all. And I think if somebody wants to give on a personal level as probably their business but when it comes to the amount, you have to be careful and that's where transparency comes in. Because you know somebody might do",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
