Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48730,"""2:09""","This is this is our last day. Sorry, my hair looks crazy. I just wanted to say nice to meet you guys, and you guys seem like some cool people and I hope you have a good summer.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48734,"""2:23""","Thank you so much. Rachel is nice to meet you all to, I'm glad that we're in this group. I'm enjoyed speaking with you all.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,10041,"""2:39""","Well, I have the same feeling I enjoy dealing with all of you. This has been a very good group, a lot of camaraderie and I think a lot of consistency and opinions about all these various issues. Thank you.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48731,"""3:19""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,48731,"""3:19""","Hi, my name is Kim. I'm from Kentucky. I believe this is my fourth session with you guys and it's great to be here.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,10683,"""13:35""","I guess with all these, I'm pretty much supposed to cross the border wall. Now, the first to raising the limits, certainly opposed to increasing those numbers for individuals, especially since Supreme Court ruled that a corporation can be considered individual. And with super Pacs, I don't need any less less money from single individuals. And I think going out and getting money from many individuals is find by.",yes," 1. The text suggests crossing the border wall.
2. The speaker raises limits on something, but is opposed to increasing numbers for individuals.
3. The Supreme Court's ruling that a corporation can be considered an individual is mentioned.
4. The speaker has no need for less money from single individuals due to super PACs.
5. The speaker thinks getting money from many individuals is fine.",," The speaker raises limits on something, but is opposed to increasing numbers for individuals  The speaker has no need for less money from single individuals due to super PACs  The speaker thinks getting money from many individuals is fine",,,,,,,,,,,,, The Supreme Court's ruling that a corporation can be considered an individual is mentioned, The text suggests crossing the border wall,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7,10683,"""13:35"""," Politics has become corrupted by by money. And we just need to I guess spread that out. So that given politicians in so beholden to just a single or group of individuals, giving them money,",yes," 1. Politics is corrupted by money.
2. There is a need to distribute money from donors to politicians more evenly.
3. Politicians are often beholden to individual donors or groups who give them money.", Politicians are often beholden to individual donors or groups who give them money,,,,,, There is a need to distribute money from donors to politicians more evenly,,,,,,,, Politics is corrupted by money,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
8,10683,"""14:23""","And you guys can hear me, right? Everyone will get and then I also do want to say that, I don't know that it's even I'm surprised they put up a constitutional amendment to try to overturn Roe versus or outside, not really wrong one. The citizens united for as difficult as it is to get a, would be to get an amendment passed the far, far better to actually Lobby the Supreme Court to overturn.",yes," 1. The speaker is unsure if the audience can hear them.
2. The speaker is discussing the topic of overturning Roe versus Wade, a constitutional decision regarding abortion.
3. They are surprised that a constitutional amendment was proposed to overturn Roe versus Wade.
4. They believe it would be difficult to pass a new constitutional amendment.
5. The speaker suggests that it would be more effective to lobby the Supreme Court to overturn the decision.
6. They mention the difficulty of getting an amendment passed, implying that lobbying the Supreme Court is a more feasible option.
7. The speaker also briefly mentions the constitutional amendment related to Citizens United, a decision regarding campaign finance.",,,,,,,,,,,,,,," The speaker also briefly mentions the constitutional amendment related to Citizens United, a decision regarding campaign finance"," The speaker is unsure if the audience can hear them  The speaker is discussing the topic of overturning Roe versus Wade, a constitutional decision regarding abortion  They are surprised that a constitutional amendment was proposed to overturn Roe versus Wade  They believe it would be difficult to pass a new constitutional amendment  The speaker suggests that it would be more effective to lobby the Supreme Court to overturn the decision  They mention the difficulty of getting an amendment passed, implying that lobbying the Supreme Court is a more feasible option",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
9,10683,"""14:23""", Turn that or bring up another put forth another suit to try to get them to overturn that previous decision.,yes," 1. A suggestion is made to present a new case or appeal to challenge the earlier decision.
2. The aim is to persuade the relevant authority to reverse the initial ruling.",,,,,,,,,,,,,,,, A suggestion is made to present a new case or appeal to challenge the earlier decision  The aim is to persuade the relevant authority to reverse the initial ruling,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,10041,"""14:59""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
