Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,9648,"""2:06""",Same crew again. Thanks Ace.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48647,"""2:17""",Who are we missing? I think we're missing some people.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48617,"""2:26""","Oh, mr. Somebody I'm he hasn't been on my call since the second call.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48617,"""2:26"""," Yeah, that's it.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,48617,"""2:26""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,9648,"""2:33""","Yeah, that mr. Burbank. I",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,9648,"""12:42""","I mean, if I had my way, I would I'd get rid of super Pacs here and say, none of that here. And then I would allow individual contributions to be just unlimited, right? So, if you really feel strongly about giving money, you should put it under your name and that under some shell company that, you know, who knows what it was. I would, that would be my, my opinion.",yes," 1. The speaker would like to eliminate Super PACs.
2. The speaker would allow unlimited individual contributions.
3. These contributions should be made under the individual's name.
4. The individual can use a shell company to make the contribution.
5. The speaker considers this to be their opinion.",, The speaker would allow unlimited individual contributions, The speaker would like to eliminate Super PACs,,,,,,,,,,,, These contributions should be made under the individual's name, The individual can use a shell company to make the contribution  The speaker considers this to be their opinion,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
8,48617,"""13:07""",I like your opinion. I like your penis and I agree with your opinion.,yes," 1. The speaker likes the listener's opinion.
2. The speaker likes the listener's penis.",,,,,,,,,,,,,,,, The speaker likes the listener's opinion  The speaker likes the listener's penis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,9648,"""13:15""","I think the big problem is is that if the only way to get rid of citizens, united is a constitutional amendment. I mean, we've heard it all before, you know, people don't think it's possible. But if there's any way to repeal that without an amendment, and I mean, there has to be a way because we see all other kinds of, you know, Supreme Court ruling to overturn. So there has to be a way to overturn that without without some kind of Constitutional Amendment.",yes," 1. The problem is that getting rid of Citizens United may require a constitutional amendment.
2. Many people think that repealing Citizens United through an amendment is not possible.
3. However, there has to be a way to repeal it without an amendment.
4. This is because there have been other Supreme Court rulings that were overturned.
5. Therefore, there must be a way to overturn Citizens United without a constitutional amendment.",,,,,,,,,,,,,,," The problem is that getting rid of Citizens United may require a constitutional amendment  Many people think that repealing Citizens United through an amendment is not possible  Therefore, there must be a way to overturn Citizens United without a constitutional amendment"," However, there has to be a way to repeal it without an amendment  This is because there have been other Supreme Court rulings that were overturned",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
10,48647,"""13:41""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
