Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48606,"""2:07""","hey, and Stevie",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,9883,"""2:10""","Hey, Kevin from Wisconsin have a good evening.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,9883,"""2:10""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48771,"""2:18""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,48771,"""2:18""",George from Arizona. Got to be back again.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,48668,"""2:24""",Jim from Ohio.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,10636,"""2:28""","Lucille from Albuquerque, New Mexico.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48652,"""2:32""","Marco's Alexandria, Virginia.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,48848,"""2:38""","Again, Caleb from Cincinnati Ohio. I will be in a more stable location here in a minute and ill-timed are in a McDonald's order meant that I was not sitting at home. Like I wanted to be",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,9883,"""13:00""","First off, completely agree with closing. The loopholes to keep foreign money out of the elections second, which goes against every one of these reduce figure out a way to somehow, reduce the money put into elections. There is just way too much money spent and who knows where it comes from. Thank you.",yes," 1. Agreement with closing loopholes that allow foreign money in elections.
2. Reducing the amount of money spent on elections is necessary.
3. It is important to determine the source of the money put into elections.",,, Agreement with closing loopholes that allow foreign money in elections,,,,,,,,,,,, Reducing the amount of money spent on elections is necessary  It is important to determine the source of the money put into elections,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
11,10636,"""13:22""","Hi. I agree that I would strongly like to close any loopholes in the foreign contributions to elections. I like the idea of reducing spending on elections on the other hand. If people want to donate, I don't see any reason not to increase the limits, not convinced there, shouldn't that there should be such",yes," 1. The speaker strongly agrees to close any loopholes in the foreign contributions to elections.
2. They support reducing overall spending on elections.
3. The speaker is open to the idea of increasing the limits for election donations, but is not yet convinced.
4. They do not believe there should be any reason not to increase the limits.",," The speaker is open to the idea of increasing the limits for election donations, but is not yet convinced  They do not believe there should be any reason not to increase the limits", The speaker strongly agrees to close any loopholes in the foreign contributions to elections,,,,,,,,,,,, They support reducing overall spending on elections,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
12,48625,"""13:44""","I believe strongly in reducing the amount though, as someone who with a Citizens United that ruling coming by and 2010 and that was the first. I became eligible to vote in 2008, I don't really have a good memory of what elections were like, before that. So, I can't say how much it has changed and affected things. All I know is that every year, there's",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,48625,"""13:44""", More and more money being thrown by wealthier and wealthier. People telling me what to think. And the more we can reduce that the better.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,48625,"""13:44""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,48652,"""14:27""","I second everything that calving said, it's funny how we now talk about 14 billion dollars were spent in the last election. Like it's we used to talk about Millions, right? I believe, because our national debt is close to, I don't know, 35 36 trillion dollars, so it makes it easier for us to say, 14 being young, Maurice,",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,48652,"""14:27"""," Spend in a campaign anyway. I would like to understand more about this limits because someone like, Bill Maher, personality, on TV always says that he donated a million dollars to Obama. So I would like to understand that.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,48668,"""15:12""",Probably those donations went to a pack rather than directly to the candidate.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,48668,"""15:12"""," I like the idea of the Constitutional Amendment that I don't think that could happen. It's really hard to pass a constitutional amendment, but I'd certainly like to see something like that. A current maybe those amendments could be passed state to state so they could be State amendments. That would somehow restrict",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
