Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48465,"""9:54""",I'm for a proposal for I do think that citizens united did lead to Super Pacs and kind of started the bidding war on the current political climate. And I don't agree with raising the limit on contributions.,yes," 1. The speaker is in favor of a proposal.
2. The speaker believes that the Citizens United decision led to the creation of Super PACs.
3. The Citizens United decision started a ""bidding war"" in the current political climate.
4. The speaker does not agree with raising the limit on campaign contributions.",, The speaker believes that the Citizens United decision led to the creation of Super PACs  The speaker does not agree with raising the limit on campaign contributions,,,,,,,,,,,,," The Citizens United decision started a ""bidding war"" in the current political climate", The speaker is in favor of a proposal,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2,48394,"""10:13""","Okay, I don't agree with one or two or three of Raising up the contributions of now, where they're saying that they put a 5,000 limit number three. Yeah, I think that would be good number four. Yes, definitely. And number five. I think they need to close that loophole for sure.",yes," 1. The speaker disagrees with some points in ""Raising up the contributions of now.""
2. There is a 5,000 limit mentioned in the text, which the speaker thinks is a good idea.
3. The speaker believes that a loophole should be closed.",""" There is a 5,000 limit mentioned in the text, which the speaker thinks is a good idea",, The speaker believes that a loophole should be closed,,,,,,,,,,,,," The speaker disagrees with some points in ""Raising up the contributions of now",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,48404,"""10:38""","I agree. I am not in favor of any of the proposals to increase the limits because it's just more money into the into the politics. And we don't know where it's coming from. They're saying is Free Speech. They can take part in it, but then they can tell us who the person is. So I don't see how you can have it both ways. So for me, it's know for all of these. That say we have to increase something. I'm know.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,9697,"""11:01""","I agree with that and definitely the stop. The loophole that allows for, and controlled entities to basically, invest or by a politician, and in our current climate. But I don't want them to raise the limits on what can be, what can be donated? I think there's too much money in it already. I think the only way we're going to get away from. You know, these people buying politicians is to have government funded elections with a certain threshold to become a candidate. If not, it's just the biggest guy with the biggest checkbook, is the one.",yes," 1. The speaker agrees that there is a loophole allowing controlled entities to invest in or buy a politician.
2. They do not want the limits on political donations to be raised.
3. The speaker believes there is already too much money in politics.
4. The only solution to prevent people from buying politicians, in the speaker's opinion, is to have government-funded elections with a threshold to become a candidate.
5. If not, elections will be won by the person with the largest checkbook.", They do not want the limits on political donations to be raised,, The speaker agrees that there is a loophole allowing controlled entities to invest in or buy a politician,,,,,,,,,," The only solution to prevent people from buying politicians, in the speaker's opinion, is to have government-funded elections with a threshold to become a candidate",, The speaker believes there is already too much money in politics," If not, elections will be won by the person with the largest checkbook",True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True
5,9697,"""11:01""", That gets his voice heard.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,48328,"""11:33""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,48328,"""11:33""","Yeah, I agree with what everyone said already. I think there's too much money already involved and you know just increasing that limit is only going to make it more more. So just the biggest money like Richard just said, and I also agree with closing that loophole, I don't think there needs to be any more, you know, foreign influence as there is. And I think we should really limit that.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48404,"""11:59""","That loophole is so wide, I don't even think it's a loophole anymore. It's a very open door that lets the people with the most money coming and by the elections, I mean, Saudi Arabia can dump as much money as they want in here and get everything they want. Is that what's going to be good for America? And for us this is, I think know. So I think that should be completely shut down.",yes," 1. The stated issue is a loophole that is described as being very wide.
2. This loophole allows people with a lot of money, such as Saudi Arabia, to invest large amounts of money in elections.
3. The claim is that with this money, these entities can buy what they want in the political process.
4. The text questions whether this is good for America.
5. The author's opinion is that this loophole should be completely shut down.",,," The stated issue is a loophole that is described as being very wide  This loophole allows people with a lot of money, such as Saudi Arabia, to invest large amounts of money in elections  The author's opinion is that this loophole should be completely shut down",,,,,,,,,,,,," The claim is that with this money, these entities can buy what they want in the political process  The text questions whether this is good for America",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9,48512,"""12:28""",I definitely agree with that. I don't think we should be raising any limits or anything like that.,yes," 1. The person agrees with the previous statement.
2. They do not think that any limits should be raised.
3. They also do not think that anything similar to raising limits should be done.",, They do not think that any limits should be raised  They also do not think that anything similar to raising limits should be done,,,,,,,,,,,,,, The person agrees with the previous statement,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,48325,"""12:37""","I don't think we should raise limits and the loophole. We should never even have that open, because no foreign country should be able to buy into any of our campaigns at all. I think they should be able to raise their own money, and there should be a certain amount and not raise it up anymore.",yes," 1. The writer thinks we should not raise limits or allow a loophole.
2. Foreign countries should not be able to buy into domestic campaigns.
3. Foreign countries should be able to raise their own campaign funds.
4. There should be a limit to the amount of money they can raise.
5. The limit should not be exceeded.", There should be a limit to the amount of money they can raise  The limit should not be exceeded,, Foreign countries should not be able to buy into domestic campaigns, Foreign countries should be able to raise their own campaign funds,,,,,,,,,,,, The writer thinks we should not raise limits or allow a loophole,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
