Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48446,"""9:55""","I feel that the that raising the amount is not necessary. I think the best thing to do is to kind of cap it and keep it where it's at. And the amount of money that's spent on these campaigns is ridiculous. It could go to public programs, that an infrastructure that is very much needed in many states.",yes," 1. The speaker thinks that raising the amount (presumably of money or a limit) is not necessary.
2. They suggest capping it and keeping it at its current level.
3. The speaker believes that the amount of money spent on campaigns is excessive.
4. They think this money could be better used for public programs and infrastructure, which are needed in many states."," They suggest capping it and keeping it at its current level  They think this money could be better used for public programs and infrastructure, which are needed in many states", The speaker thinks that raising the amount (presumably of money or a limit) is not necessary,,,,,,,,,,,,, The speaker believes that the amount of money spent on campaigns is excessive,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,48260,"""10:22""","I agree. These first three points, make no sense to me. How do you get money out of politics by putting more money into politics? You know, the average voter does not have three grand to give to a politician. So you're just giving rich people more influence, doesn't make any sense.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,10378,"""10:40""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,10378,"""10:40""",I agree. It's no need to give the wealthy more influence over elections. So the first three are kind of moot points for me.,yes," 1. The text expresses agreement with the statement that there is no need to give the wealthy more influence over elections.
2. The text does not see the relevance of the first three points mentioned before the statement.
3. The specific details of the first three points are not provided in the text.
4. The text does not give further arguments or counterarguments for or against the statement.",,,,,,,,, The text expresses agreement with the statement that there is no need to give the wealthy more influence over elections,,,,,,, The text does not see the relevance of the first three points mentioned before the statement  The specific details of the first three points are not provided in the text  The text does not give further arguments or counterarguments for or against the statement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,48316,"""10:59""",The only way I can see it the elections and the money that can be spent that should come from the federal government.,yes," 1. The topic is about elections.
2. The speaker believes that there is a connection between elections and money.
3. The money being referred to should come from the federal government.",,,,,,,,,,,,,,, The speaker believes that there is a connection between elections and money, The topic is about elections  The money being referred to should come from the federal government,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
6,48316,"""10:59""","No donations know, like in kind contributions, the rich and the corporations control this. If you try to call your Senator or representative, the you might be able to email them, they talked to the people with the money. You should get so much depending on how your polling and that's that's it. It's the only way I can see to stop the 14 billion for presidential election. It's insanity.",yes," 1. The text suggests that currently, donations to political campaigns, including ""in-kind contributions,"" are largely controlled by the rich and corporations.
2. The author argues that when ordinary citizens try to contact their senators or representatives, their voices may not be heard because politicians are more likely to listen to those who donate money.
3. The author proposes that political funding should be based on polling results, so that campaigns receive funding in proportion to their popularity.
4. The author criticizes the high cost of presidential elections, which they estimate to be 14 billion dollars, and describes this as ""insanity."""," The author argues that when ordinary citizens try to contact their senators or representatives, their voices may not be heard because politicians are more likely to listen to those who donate money",,,,,," The author proposes that political funding should be based on polling results, so that campaigns receive funding in proportion to their popularity",,,,,,"""",," The author criticizes the high cost of presidential elections, which they estimate to be 14 billion dollars, and describes this as ""insanity"," The text suggests that currently, donations to political campaigns, including ""in-kind contributions,"" are largely controlled by the rich and corporations",True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True
7,48476,"""11:38""","Yeah, I totally agree with everybody here. I believe we should just keep it as it is too much power and we with the rich, you know, considering packs and super Pacs and then all the loopholes there's already stuff a lot of stuff that would deal with that thing we to get too focused on the core stuff and keeping everything balanced.",yes," 1. The speaker agrees with the consensus.
2. They believe that giving more power is risky.
3. The rich already have too much influence, as shown by the power of PACs and super PACs.
4. There are already many loopholes that need to be addressed.
5. The speaker thinks we should focus on maintaining balance and not make significant changes to the core."," The rich already have too much influence, as shown by the power of PACs and super PACs",,,,,,,,,,,,,, They believe that giving more power is risky  There are already many loopholes that need to be addressed, The speaker agrees with the consensus  The speaker thinks we should focus on maintaining balance and not make significant changes to the core,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
8,48384,"""11:56""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,48260,"""12:09""",Can we also agree that they should reverse Citizens United and get rid of super Pacs?,yes," 1. The text suggests reversing the Citizens United decision.
2. The text also proposes eliminating super PACs.
3. The points are presented as a question, asking if we should agree on these actions.",,, The text also proposes eliminating super PACs,,,,,,,,,,,, The text suggests reversing the Citizens United decision," The points are presented as a question, asking if we should agree on these actions",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
10,48446,"""12:19""","I agree on that, they want.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
