Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,48616,"""2:12""","I'm Terry. I'm from the Detroit area, 59 years old.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,48616,"""12:43""","Well, I don't think of foreigners have any business in our election, so for sure, we need to close that loophole and it should have been open to begin with. It's kind of shady that that loophole was even there. I think we should not allow the money to get any bigger for elections. I think it's Shady.",yes," 1. The speaker believes that foreigners should not be involved in local elections.
2. It is suggested that a loophole allowing foreign involvement should be closed.
3. The speaker thinks that the existence of this loophole is suspicious.
4. The speaker thinks that campaign funding for elections should not be increased.
5. The speaker uses the word ""shady"" twice to express suspicion about the issues discussed.",,, The speaker believes that foreigners should not be involved in local elections  It is suggested that a loophole allowing foreign involvement should be closed  The speaker thinks that the existence of this loophole is suspicious,,,,,,,,,,, The speaker thinks that campaign funding for elections should not be increased," The speaker uses the word ""shady"" twice to express suspicion about the issues discussed",,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3,48622,"""13:20""","I wish I had something to add to this is just really confusing to me all the financing talk and and all that. But yeah, I wish I had something to add.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48616,"""13:38""","I think when they talk about money and votes, it sounds like people are buying elections and I think it stinks.",yes," 1. The speaker has a negative opinion about the connection between money and elections.
2. The speaker finds it objectionable that money may be used to influence election results.
3. The phrase ""it stinks"" shows the speaker's disdain for the situation.", The speaker finds it objectionable that money may be used to influence election results,,,,,,,,,,,,,,," The speaker has a negative opinion about the connection between money and elections  The phrase ""it stinks"" shows the speaker's disdain for the situation",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,48616,"""15:49""",I think they should expose all donations over 200 dollars and keep it right there where it's been,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,48616,"""15:49""",41,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,48616,"""16:00""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,48616,"""16:10""","I don't think we need vouchers to donate, I think they just need to do a good job.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,48622,"""16:28""","Yeah, I'm against the public funds for the vouchers. I think our taxpayer dollars probably be used for something better.",yes," 1. The speaker is against the use of public funds for vouchers.
2. The speaker believes taxpayer dollars could be used for something better.",,,,,,,,,,,,,, The speaker is against the use of public funds for vouchers  The speaker believes taxpayer dollars could be used for something better,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10,48692,"""17:50""","I think that independent we just became commissions are a much-needed thing here in Indiana. Our legislature packed up all of our districts to to specifically get rid of incumbents that they didn't like and make their party in a better position everywhere. And and then the other party will get in, they'll do the fact that this needs to be no party.",yes," 1. Independent commissions are needed in Indiana.
2. The legislature has packed districts to get rid of incumbents they dislike.
3. This action is taken to benefit their party in every area.
4. When the other party gets in, they should make the commission no-party affiliated.",,,,," Independent commissions are needed in Indiana  The legislature has packed districts to get rid of incumbents they dislike  When the other party gets in, they should make the commission no-party affiliated",,,,,,,,,,, This action is taken to benefit their party in every area,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
11,48616,"""20:02""",I think they should make it a national holiday. The simple fact that people can get out to vote easier if they do give people a day off.,yes," 1. The person thinks that making Election Day a national holiday is a good idea.
2. They believe that this change would make it easier for people to vote if they have the day off.",,,,,,,,,,,,,,,, The person thinks that making Election Day a national holiday is a good idea  They believe that this change would make it easier for people to vote if they have the day off,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
12,48616,"""20:02""","Just for that reason, alone people will have a greater chance of voting 16 year olds voting for School elections. I don't see a problem with it. I think parents can be more responsible with their kids. I think kids should have a chance to vote.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
