Order,Speaker,Time,Text,Has Arguments,All Arguments Summarized,FOR: limitCampaignContributions,AGAINST: limitCampaignContributions,FOR: closeForeignLoopholes,AGAINST: closeForeignLoopholes,FOR: establishRedistrictingCommissions,AGAINST: establishRedistrictingCommissions,FOR: implementProportionalRepresentation,AGAINST: implementProportionalRepresentation,FOR: encourageTransparency,AGAINST: encourageTransparency,FOR: promoteCivicEducation,AGAINST: promoteCivicEducation,FOR: explorePublicFunding,AGAINST: explorePublicFunding,other,notRelevant,FOR: limitCampaignContributions (bool),AGAINST: limitCampaignContributions (bool),FOR: closeForeignLoopholes (bool),AGAINST: closeForeignLoopholes (bool),FOR: establishRedistrictingCommissions (bool),AGAINST: establishRedistrictingCommissions (bool),FOR: implementProportionalRepresentation (bool),AGAINST: implementProportionalRepresentation (bool),FOR: encourageTransparency (bool),AGAINST: encourageTransparency (bool),FOR: promoteCivicEducation (bool),AGAINST: promoteCivicEducation (bool),FOR: explorePublicFunding (bool),AGAINST: explorePublicFunding (bool),other (bool),notRelevant (bool)
1,10512,"""9:59""","I'm not opposed to raising the individual limits on contributions except for the packs. I think they're problematic and I don't know what the answer to that is most people. I know don't have a lot of money to donate to campaigns anyway, but I don't know. This is just such a sticky issue.",yes," 1. The speaker is open to increasing the individual limits on campaign contributions, with the exception of ""packs.""
2. The speaker considers ""packs"" to be problematic, but does not offer a solution to this issue.
3. The speaker acknowledges that many people do not have much money to donate to campaigns.
4. The speaker finds the issue of campaign contribution limits to be complex and difficult to solve."," The speaker is open to increasing the individual limits on campaign contributions, with the exception of ""packs",,,,,,,,,, The speaker acknowledges that many people do not have much money to donate to campaigns,,,,,""" The speaker considers ""packs"" to be problematic, but does not offer a solution to this issue  The speaker finds the issue of campaign contribution limits to be complex and difficult to solve",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2,48333,"""10:25""",Yeah. I mean the limits need to be there. I don't know if they need to be that low. So maybe raise them a little bit. The Constitutional limit definitely is desperately needed. We've got to get citizens united out of here or we're dead. That was the decision that basically said corporations are people and they can spend as much money as they want you to buy elections.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48333,"""10:25"""," And the foreign-controlled. Yeah, that's got to go. So those are all good. We said the limits were, they should be is debatable, but I think they do need to be there. So",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,48524,"""11:02""","Yeah, I agree with James on this. I think the foreign money is a huge problem in that can be some secret of the way through super Pacs and citizens. United is just a nightmare and a mistake. And when most people like me and maybe many of you from having any kind of influence at all and I don't have a problem. Raising raising individual donation limits, they seem somewhat arbitrary, but I'm sure they're not. Whether something could be easily investigate.",yes," 1. The person agrees with James regarding the issue of foreign money in politics through super PACs and citizens united.
2. They believe that the current system is a ""nightmare and a mistake.""
3. The person thinks that most people, including themselves, should not have any influence on politics.
4. They do not have a problem with raising individual donation limits, although they seem arbitrary.
5. The person suggests that these limits could be easily investigated.", The person suggests that these limits could be easily investigated,, The person agrees with James regarding the issue of foreign money in politics through super PACs and citizens united,,,,,,,,,,,,," They believe that the current system is a ""nightmare and a mistake "" The person thinks that most people, including themselves, should not have any influence on politics  They do not have a problem with raising individual donation limits, although they seem arbitrary",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5,9738,"""11:31""","I think I agree with the others that we could raise the limits on the individual. So inflation is made money by less and definitely, we should strengthen up them, keep foreign entities from interfering with our elections.",yes," 1. It is suggested to raise the limits on individuals.
2. Inflation can be reduced by making money less available.
3. There is agreement about the need to strengthen limits.
4. Foreign entities should be prevented from interfering with elections.",, It is suggested to raise the limits on individuals, Foreign entities should be prevented from interfering with elections,,,,,,,,,,,,, Inflation can be reduced by making money less available  There is agreement about the need to strengthen limits,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6,48502,"""11:48""","Yes, I feel the same way as everybody else. Get rid of the citizens united and also close those loopholes on foreign and increase the amount that individuals can contribute.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,9788,"""12:02""",Knows if they're going to increase it. Don't just increase it once but make it that it continues to be increased by the CPI annually. So it keeps up with inflation.,yes," 1. It is known if they plan to increase it.
2. The increase is not just once, but it should continue to be increased annually.
3. The annual increase is in accordance with the Consumer Price Index (CPI).
4. This is done to keep up with inflation.",,,,,,,,,,,,,,,," It is known if they plan to increase it  The increase is not just once, but it should continue to be increased annually  The annual increase is in accordance with the Consumer Price Index (CPI)  This is done to keep up with inflation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,48313,"""12:11""","I would only support raising the limit on individual contributions as a mean of opposing corporations from, you know, donating unopposed or in much greater quantities. But I would prefer to see public financing. Like, we have here as opposed to individuals having to having to fund parties and candidates themselves which allows richer areas to outsize idli influence elections,",yes," 1. The text discusses the idea of raising the limit on individual contributions to political campaigns.
2. The author supports this idea as a way to counteract corporations donating large amounts of money to campaigns.
3. The author prefers public financing of political campaigns.
4. The author believes that current system allows richer areas to have a greater influence on elections, as individuals in these areas are more able to fund parties and candidates."," The author supports this idea as a way to counteract corporations donating large amounts of money to campaigns  The author believes that current system allows richer areas to have a greater influence on elections, as individuals in these areas are more able to fund parties and candidates", The text discusses the idea of raising the limit on individual contributions to political campaigns,,,,,,,,,,, The author prefers public financing of political campaigns,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9,48313,"""12:11""", Ins.,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,48524,"""12:47""","Yeah, I don't have a problem with investigations and Public Funding of Elections and seems to make sense. As one of the most important things we do, and we do individually and do as a country. So I think the idea of seeing how public money can go towards, it is a good idea.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,10512,"""14:57""","I'm not a big fan of public financing for individual candidates. I think that's problematic because you're, you don't have as much control over where your support financial support is going. I'm up to debate on it on that. I do think we should raise the minimum level of the contributions that are reported. I don't know. It just seems like a privacy issue.",yes," 1. Opposes public financing for individual candidates.
2. Believes it's problematic because of lack of control over financial support.
3. Open to debate on public financing for individual candidates.
4. Thinks the minimum level of reported contributions should be raised.
5. Considers it a privacy issue.", Believes it's problematic because of lack of control over financial support,,,,,,,,,,,, Open to debate on public financing for individual candidates, Opposes public financing for individual candidates, Thinks the minimum level of reported contributions should be raised, Considers it a privacy issue,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
12,10512,"""14:57"""," Sometimes that information gets weaponized one way or another. Oh, you gave such and such this much amount of money and you know, blah, blah blah. And I think that doesn't need to be raised.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,48333,"""15:40""","I mean the public financing I think there's ways that that can be directed. The Democracy vouchers would be an idea that the voices raised problem with it. You target where your money is going. So, that's one way around. I did, I do think public financing of Elections is a good idea, especially if we're wanting to eliminate the the corruption that's there. Now, I do like any requirement for disclosure.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,48333,"""15:40"""," I mean, any at any level? I think, if you're, if you're supporting something, you're afraid to have your name on, maybe you should not be supporting it. That's my thoughts.",no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,9738,"""16:19""","With a situation. So I'll just local elections, you know things down, just two referendums on bond elections were lots of money and talking about hundreds of thousands are put in by out-of-state donors that had Behind these organizations that don't have to have any disclosure. So, nobody knows for sure who's trying to influence the election of whether it's somebody that's involved in gaining from it or not.",yes," 1. The text is about local elections, specifically two referendums on bond elections.
2. Large amounts of money were involved in these elections, with hundreds of thousands of dollars put in by out-of-state donors.
3. The organizations behind these donations do not have to disclose their funding sources, making it unclear who is trying to influence the election.
4. It is unknown whether the donors have anything to gain from the outcome of the election.",,," Large amounts of money were involved in these elections, with hundreds of thousands of dollars put in by out-of-state donors",,,,,," The organizations behind these donations do not have to disclose their funding sources, making it unclear who is trying to influence the election",,,,,,," The text is about local elections, specifically two referendums on bond elections  It is unknown whether the donors have anything to gain from the outcome of the election",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
16,48313,"""16:46""","I think any level of organization donation should be disclosed because if you're, if you're afraid for that disclosure, you know, you shouldn't be afraid if you have nothing to hide. But for individuals, I do think that there should be a higher limit. And I think that should exist primarily to protect political minorities. You know, Democrats and Republican areas and vice versa people that might receive backlash from donating to one party from family and friends on the opposite side.",yes," 1. Donations of any level of organization should be disclosed.
2. Disclosure is necessary to maintain transparency and trust.
3. There should be a higher limit for individual donations.
4. The higher limit is to protect political minorities.
5. This protection is important in both Democratic and Republican areas.
6. Donors might face backlash from family and friends on the opposite side.",, There should be a higher limit for individual donations,,,,,,, Donations of any level of organization should be disclosed  Disclosure is necessary to maintain transparency and trust,,,,,, The higher limit is to protect political minorities  Donors might face backlash from family and friends on the opposite side, This protection is important in both Democratic and Republican areas,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
17,48524,"""17:15""","Yeah, I think public disclosure for all people that almost any level is a good idea. Understand there's can be potential backlash and it's going to be coming from those people who investigate need to find out, who's been giving to water, and what my neighbor is doing. And there's some problems there, but I think disclosures a good idea across the board.",yes," 1. Public disclosure of almost any level is a good idea.
2. There could be potential backlash from people who investigate water donations and neighbors' activities.
3. Disclosure may cause issues for those who value privacy.
4. Despite potential problems, disclosure is generally considered a good idea.",,,,,,,,," Public disclosure of almost any level is a good idea  Despite potential problems, disclosure is generally considered a good idea",,,,,, There could be potential backlash from people who investigate water donations and neighbors' activities  Disclosure may cause issues for those who value privacy,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
18,9788,"""17:35""",,no,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
